age,sex,age_sex,population,mx,pyld_rate,deaths_rate_ishd,ylds_rate_ishd,dw_adj_ishd,prevalence_ishd,deaths_rate_copd,ylds_rate_copd,dw_adj_copd,prevalence_copd,deaths_rate_dmt2,ylds_rate_dmt2,dw_adj_dmt2,prevalence_dmt2,case_fatality_copd,case_fatality_dmt2,case_fatality_ishd,incidence_copd,incidence_dmt2,incidence_ishd,remission_copd,remission_dmt2,remission_ishd
87,female,87_female,179987.06617234505,0.08240378873287428,0.30980655659866946,0.01958841844805099,0.005454201899935699,0.06969532841746581,0.11338528919384183,0.009540089796701226,0.015155075294574404,0.06813501137766005,0.32226781630849444,0.0024626187564466212,0.0160473322398983,0.13953825209867385,0.16662445285810212,0.03088497315139159,0.014175500992895534,0.19781772912657278,0.029881779984936213,4.316606636447509e-4,0.02013240140949779,0,0,0
88,female,88_female,0,0.0910483473707399,0.3163816472368915,0.022060127809836093,0.005657305749372629,0.07056105678850727,0.11727376528157855,0.010844278939919356,0.01596561307215599,0.06846901187396322,0.3410733874401707,0.0026258134152009225,0.015667635003842873,0.14027014462271398,0.16337834625062977,0.0333165720369153,0.015284081779461773,0.22097471121408843,0.03057098710107519,3.956519216005933e-4,0.021769332818785604,0,0,0
89,female,89_female,0,0.10021722551366324,0.3228070567828952,0.024742261220585714,0.005844867866441548,0.07140726119536582,0.12085360313005085,0.012278297252773601,0.016743881553969848,0.06879232532158606,0.3593713366377862,0.00278761197672731,0.015275993729554845,0.1409768539043726,0.15998856332571335,0.03592357279789478,0.016387393954684228,0.2468801792978025,0.031157414628437415,3.650326486084913e-4,0.023529532650663633,0,0,0
90,female,90_female,0,0.10979990776992903,0.32923773239095316,0.027636183548595865,0.005998727794007293,0.07239954729155113,0.12350525111942266,0.013806272118294062,0.01749677508893567,0.0691180432396403,0.377336392449812,0.002941798970563556,0.014876981790440749,0.14169449821748398,0.1565034667714938,0.038557576631439605,0.017453659947748244,0.27776165112721374,0.031626199029600316,3.4154278331011346e-4,0.025449047462141113,0,0,0
91,female,91_female,0,0.11964505091586791,0.335841849837165,0.030740340355596914,0.006099522370702939,0.07371328789670777,0.12457498364341008,0.015371884554225319,0.018233896248624835,0.0694595088861858,0.3952105816733344,0.00308117456632548,0.014474828780057823,0.14245994229239978,0.1529683084986152,0.0413013497444799,0.01849325241618506,0.312750718612704,0.03198034942331317,3.230325136107277e-4,0.027491984936924438,0,0,0
92,female,92_female,84867.70619680645,0.12955809012285574,0.34280128406679655,0.034049897015865714,0.006127982576774202,0.07553921299542805,0.12343785314567268,0.016896695429729772,0.0189674450466842,0.06983033481532817,0.41330247301010453,0.0031978102595062764,0.014073405217231105,0.14331087376895835,0.1494250268037192,0.04405347595036705,0.019509711815728904,0.3526113961805589,0.0323158928931042,3.064720992544672e-4,0.029712770840516343,0,0,0
93,female,93_female,0,0.13909680421187076,0.35017551160630206,0.037495070796702334,0.006058282147529595,0.07806849798114075,0.11945183494731082,0.0182563344768769,0.01967549590117849,0.07023851527843107,0.4311908318013085,0.0032780778856671233,0.013668533519353336,0.14427161777530373,0.145834465455749,0.046805059133630075,0.02042555085067939,0.3993518107394296,0.032512105677100625,2.9224127418409415e-4,0.0321352216647221,0,0,0
94,female,94_female,0,0.14814602474721944,0.357862027802429,0.04104819459838757,0.0059043198994248,0.0812435760536801,0.11324765806048817,0.019427704414976495,0.020340947701008576,0.07067564183499753,0.4484869423511076,0.0033225822898224123,0.013259251782019178,0.14531932466956352,0.1421818064632712,0.04965965039422718,0.021324751043307357,0.4529605502134362,0.03267760232343456,2.8016068032139926e-4,0.03474907200746672,0,0,0
95,female,95_female,0,0.15706319073176675,0.36580702808098986,0.04478817597051284,0.0057074325056594155,0.0848832788705856,0.10611464192035042,0.020495368474251957,0.02098823431427185,0.07113076502472851,0.4656666116534213,0.003346003978710739,0.012853332745513875,0.14642100704332647,0.138538039292913,0.05258673507140511,0.022176205701440674,0.5140066613797151,0.03281197919432788,2.708725047888981e-4,0.03755545513503741,0,0,0
96,female,96_female,0,0.16632660392743528,0.3739513597390023,0.04882812519033674,0.005505849285195988,0.08877388783063699,0.09913997747999242,0.02157478910238817,0.021645639996332896,0.07159266318545157,0.4832942743517139,0.0033641528335282217,0.012457686372575324,0.14754272333369864,0.13496754078403383,0.05562088171174642,0.022958092906720406,0.5836539640924632,0.03280865255703259,2.6252084837720955e-4,0.04054630922000301,0,0,0
